"","date","titles","Views_final"
"4294",2017-07-23,"Baader Morpheus 12.5mm 76 degree EP - LNIB",187
"4295",2017-07-23,"Pentax XF 8.5mm 1.25” Eyepiece",214
"4296",2017-07-23,"Pentax XF 12mm 1.25"" Eyepiece",101
"4297",2017-07-23,"William Optics 5mm 110° XWA Extreme Wide Angle",284
"4298",2017-07-23,"17mm Nagler",183
"4299",2017-07-23,"Meade 26mm plossl",177
"4300",2017-07-23,"ES 24 mm 68 degrees 1.25""",155
"4301",2017-07-23,"Explore Scientific 6.7 mm 82 degree",157
"4302",2017-07-23,"NEW Televue 5mm DeLight Eyepiece",139
"4303",2017-07-23,"For Sale: Televue 41 Panoptic",207
"4304",2017-07-23,"Tele Vue 4mm Radian",120
"4305",2017-07-23,"Tele Vue 7mm Nagler Type6",123
"4306",2017-07-23,"Celestron 32mm Erfle & 7mm ortho",230
"4307",2017-07-23,"Wanted:  Unitron K12.5mm eyepiece .965""",114
"4308",2017-07-22,"Agena SWA 32mm FINAL PRICE REDUCTION",151
"4309",2017-07-22,"Orion DeepView 35mm FINAL PRICE REDUCTION",96
"4310",2017-07-22,"Vintage Celestron DeLuxe Zoom 6.5mm - 18mm  JAPAN *Reduced*",522
"4311",2017-07-22,"Televue 20mm 1.25"" (shipping&fees in price)",142
"4312",2017-07-22,"Televue 2"" wide angle 32mm (shipping&fees in price)",359
"4313",2017-07-22,"William Optics 3.5mm  110° XWA Extreme Wide Angle 1.25 and 2inch",172
"4314",2017-07-22,"TeleVue Planetary Eyepiece/Barlow Set.",391
"4315",2017-07-21,"Tele Vue 15 mm Plossl",216
"4316",2017-07-21,"Televue 15mm and Televue 25mm",107
"4317",2017-07-21,"Televue 20mm plossl...9+ condition.",151
"4318",2017-07-21,"REDUCED:  Televue 9mm DeLite Eyepiece",246
"4319",2017-07-21,"Rare Meade 24.5mm SWA Series 4000 Japan smoothie",258
"4320",2017-07-21,"Meade 12.4mm Series 4000 Japan with eyeguard",122
"4321",2017-07-21,"2 - 25 mm Eyepieces, Celestron & Meade - Japan 1.25""",129
"4322",2017-07-21,"Meade 5.5mm and 8.8mm UWA 1.25""",219
"4323",2017-07-21,"New In Box Orion Sirius 10mm Plossl",101
"4324",2017-07-21,"Wanted - .965 18mm Kellner",66
"4325",2017-07-20,"Televue 16mm Nagler type2",244
"4326",2017-07-20,"Celestron X-Cel 12.5mm (BRAND NEW)  MARK DOWN!!!",207
"4327",2017-07-20,"Orion 12.5mm Illuminated Reticle Eyepiece",133
"4328",2017-07-20,"TeleVue 32mm 1.25"" Plossl (BRAND NEW)",156
"4329",2017-07-19,"Meade, Williams Optics, GSO, Celestron eyepieces, filters +",966
"4330",2017-07-19,"TeleVue 8-24mm Click-Stop Zoom - Great Condition",211
"4331",2017-07-19,"Vixen NLV 8-24mm Click-Stop Zoom - Excellent Condition",390
"4332",2017-07-19,"Baader Hyperion 8mm Modular Eyepiece - Excellent Condition",151
"4333",2017-07-19,"Televue 2"" 27mm Panoptic eyepiece",297
"4334",2017-07-19,"Celestron Ultima 35...super condition, box, caps, wing guard, etc",191
"4335",2017-07-19,"Baader Hyperion 5mm Modular Eyepiece - Excellent Condition",125
"4336",2017-07-19,"TeleVue Radian 10mm - Excellent Condition",234
"4337",2017-07-19,"Explore Scientific 16mm 68 deg Arg 1.25"" EP LNIB!",171
"4338",2017-07-19,"Looking for a Televue 18.2 Delite",81
"4339",2017-07-18,"Tele Vue 10mm Ethos",92
"4340",2017-07-18,"Tee Vue 1.25"" Plossl Eye Piece 40.0mm Japan",183
"4341",2017-07-18,"Tele Vie 1.25"" Plossl Eye Piece 32.0mm Japan",168
"4342",2017-07-18,"Vintage .965 Celestron Orthoscopic 12mm JAPAN KD or KO *REDUCED*",376
"4343",2017-07-18,"TeleVue Radian 14mm - Excellent Condition",159
"4344",2017-07-18,"Astromania 2"" - 1.25"" Twist-lock Adapter Type II",140
"4345",2017-07-18,"Celestron X-Cel LX 7mm eyepiece - EXCELLENT condition",126
"4346",2017-07-18,"Meade 26mm 4000 Plossl",138
"4347",2017-07-18,"Explore Scientific 20mm 100 degree EP",215
"4348",2017-07-17,"2"" Zhumell Super View 30mm Eyepiece...",274
"4349",2017-07-17,"16mm TeleVue Nagler, Type 2",287
"4350",2017-07-17,"Tele Vue 7mm Nagler T1 eyepieces",262
"4351",2017-07-17,"Wanted:  Televue Delite 15mm and 1.0 Dioptrx corrector",91
"4352",2017-07-16,"Celestron 17mm Silvertop",188
"4353",2017-07-16,"17mm Ethos",311
"4354",2017-07-16,"TeleVue 13mm Ethos Eyepiece",432
"4355",2017-07-16,"University Optics 40mm 1.25"" Kellner N.S.",171
"4356",2017-07-16,"Astro Optical (Japan) Or 6mm G.E. reticle eyepiece (reduced)",188
"4357",2017-07-16,"3 Eyepieces + Anti-Vibration Pad Bundle",287
"4358",2017-07-16,"SOLD!!! Televue 22MM Panoptic 2""/1.25""",255
"4359",2017-07-16,"**REDUCED**20mm Explore Scientific 100 degree",198
"4360",2017-07-16,"Meade Series 4000 4.7mm UWA Plossl ""Smoothie""",155
"4361",2017-07-15,"Televue 25mm Plossl",156
"4362",2017-07-15,"Tele Vue Plossl, 32mm",154
"4363",2017-07-15,"12mm Nagler Type 4",261
"4364",2017-07-15,"Orion 20mm Illuminated Crosshair",114
"4365",2017-07-15,"Celestron 30mm pre -ultima",370
"4366",2017-07-15,"Meade Series 4000 13.8mm SWA Plossl ""Smoothie""",155
"4367",2017-07-15,"Reduced: ORION 3.7mm 1.25” EPIC ED-2 EYEPIECE – Excellent!",137
"4368",2017-07-14,"Televue Pan 27 and Delite 15.   FOUND BOTH",170
"4369",2017-07-14,"BAADER EYEPIECE TURRET W/ 4 EYEPIECES",284
"4370",2017-07-14,"GSO Superview, 2"", 30mm",221
"4371",2017-07-14,"Explore Scientific 11mm Eyepiece",245
"4372",2017-07-14,"Tele Vue Barlow, 2x, 1.25""",151
"4373",2017-07-14,"Tele Vue Plossls, 15,20,25mm",299
"4374",2017-07-14,"Tele Vue Nagler 5mm, Type 6",148
"4375",2017-07-14,"Vixen GA-4 Illuminated Guiding Adapter (reduced)",294
"4376",2017-07-14,"Televue Jamboree",846
"4377",2017-07-14,"TeleVue 4.7 mm Ethos",207
"4378",2017-07-14,"SOLD! (REDUCED) Televue Panoptic 35MM",289
"4379",2017-07-14,"University Optics 9mm Ortho Volcano Top",194
"4380",2017-07-14,"Celestron 7mm Ortho Circle V",130
"4381",2017-07-14,"Edmund RKE 12mm Eyepiece",126
"4382",2017-07-13,"BAADER HYPERION 1.25""/2"" 21MM",126
"4383",2017-07-13,"14mm Delos for Trade or Sale looking for an Radian & Tak Abbe",213
"4384",2017-07-13,"TELEVUE 10mm DELOS-VERY CLEAN!",180
"4385",2017-07-13,"Vernonscope 12mm Brandon includes shipping (Reduced)",159
"4386",2017-07-13,"12mm Astrotech Paradigm eyepieces",182
"4387",2017-07-13,"Celestron X-Cel LX 18mm Eyepiece",192
"4388",2017-07-13,"9mm T6 nagler",94
"4389",2017-07-13,"Set Of Vixen LVW Wide Angles",450
"4390",2017-07-13,"Takahashi HI ortho 2.8, HI 4, 25 ortho, Tak .965 Diag set",203
"4391",2017-07-12,"UNIVERSITY OPTICS 20mm ERFLE-NICE!",293
"4392",2017-07-12,"CRITERION 12.7mm, 7mm and BARLOW LENS-NICE!",161
"4393",2017-07-12,"University Optics 18mm Ortho ""zebra/checkered""",252
"4394",2017-07-12,"TeleVue DeLite 5mm",124
"4395",2017-07-12,"Celeston Ultima 18mm",209
"4396",2017-07-12,"Televue 8mm Plossl 1.25""",130
"4397",2017-07-12,"TMB Optical Planetary II 9mm",166
"4398",2017-07-12,"Explore Scientific 82 11mm",194
"4399",2017-07-12,"Wanted: Meade Boxes for SWA 28mm & 34mm",105
"4400",2017-07-12,"2 Russell Optics 2-inch Eyepieces; 30mm and 8 mm",217
"4401",2017-07-12,"Televue Nagler 31mm Type 5 T5 2"" eyepiece",224
"4402",2017-07-12,"Televue Nagler 9mm Japan NJ",272
"4403",2017-07-12,"Televue 32mm Wide Field",310
"4404",2017-07-12,"Televue Nagler 13mm Japan NJ",281
"4405",2017-07-12,"Televue Nagler Type 2 20mm",172
"4406",2017-07-11,"3 eyepieces and 1 barlow 2x",291
"4407",2017-07-11,"Meade 5000 SWA 20mm (green)",272
"4408",2017-07-11,"Fujiyama HD-Orthoscopic 4mm - Price Lowered",169
"4409",2017-07-11,"Vixen SLV 12mm",117
"4410",2017-07-11,"Vixen SLV 4mm",161
"4411",2017-07-11,"Televue Radian 10mm",188
"4412",2017-07-11,"15mm meade 1.25"" new condition",97
"4413",2017-07-10,"Tele Vue 6mm Delos",182
"4414",2017-07-10,"Sterling Plossl 30mm",166
"4415",2017-07-10,"ES 82 30mm",647
"4416",2017-07-10,"8mm Vixen LVW and Meade 5mm Mega Wide (MWA)",194
"4417",2017-07-10,"Televue Delos 17.3mm or Delite 18.2",78
"4418",2017-07-10,"3-6 Nagler Zoom",149
"4419",2017-07-10,"3.5mm Delos",132
"4420",2017-07-09,"Antares Speers-Waler 14mm & 18mm 1.25"" Eyepieces",244
"4421",2017-07-09,"Celestron 30mm Ultima",244
"4422",2017-07-09,"Premium Eyepieces, 10-0, 12.5mm Zeiss, 7.5mm Takahashi, 12.5 U.O., 32 Er.",609
"4423",2017-07-09,"Celestron 18mm Ultima & Orion 10mm Ultrascopic PENDING",278
"4424",2017-07-09,"BAADER 5MM HYPERION MODULAR EYEPIECE - $70 Need to sell!",127
"4425",2017-07-09,"Baader 8-24mm Mark III Hyperion Zoom eyepiece   1 1/4""",344
"4426",2017-07-09,"Pentax SMC 8-24mm Zoom eyepiece",198
"4427",2017-07-09,"Tellevue Paracorr type 1",324
"4428",2017-07-09,"Meade 28mm SWA Eyepiece",174
"4429",2017-07-09,"Meade 1-A Skylight Filter",82
"4430",2017-07-09,"Two TeleVue 21mm PLOSSL Circle NJ Smoothies",180
"4431",2017-07-09,"Meade 6.3 Focal Reducer",261
"4432",2017-07-09,"Tele Vue Panoptic 41 mm",92
"4433",2017-07-08,"Meade 56mm Super Plossl",255
"4434",2017-07-08,"Celestron Luminos 7mm 1.25 inch 82 degrees",200
"4435",2017-07-08,"Rare- 9mm Illuminated Reticle",203
"4436",2017-07-08,"UO UW80 Degree F20mm 2” EYEPIECE – Excellent Condition!",142
"4437",2017-07-08,"TELEVUE 32mm 1.25” PLOSSL – Excellent Condition!",170
"4438",2017-07-07,"Tele Vue 20 mm Plossl",162
"4439",2017-07-07,"Tele Vue 11 mm Plossl",122
"4440",2017-07-07,"Orion Sirius Plossl Eyepiece Set",163
"4441",2017-07-07,"5mm Astro Tech Dual Ed Paradigm - reduced price",201
"4442",2017-07-07,"25mm Sterling Plossl - reduced price",165
"4443",2017-07-07,"30mm 2"" Zhumell eyepiece",126
"4444",2017-07-07,"26mm 2"" elux",107
"4445",2017-07-07,"Tele Vue 13mm Ethos",101
"4446",2017-07-07,"10mm Delos",114
"4447",2017-07-06,"Meade 34mm 5000 Series 68 Degree 2""",232
"4448",2017-07-06,"Meade 40mm 5000 Series 60 Degree 2""",213
"4449",2017-07-06,"9mm Circle T ortho",156
"4450",2017-07-06,"University Optics 9mm HD Ortho",135
"4451",2017-07-06,"35mm TeleVue Panoptic",207
"4452",2017-07-06,"Explore Scientific EP's",590
"4453",2017-07-06,"Tellevue 22mm Nagler",287
"4454",2017-07-06,"Nice Televue Nagler 12mm Type 4 - just 250.00!!",144
"4455",2017-07-06,"Nice Televue Nagler 17mm Type 4 - just 250.00!!",218
"4456",2017-07-06,"University Optics 6mm HD Ortho",95
"4457",2017-07-06,"Looking for a 18mm Explore Scientific eye piece",73
"4458",2017-07-06,"WANTED -- ES 8,8mm 82*",77
"4459",2017-07-06,"Meade Series 5000 UWA 20mm",109
"4460",2017-07-06,"Meade Series 5000 UWA 14mm",94
"4461",2017-07-05,"5.5mm Meade 5000",198
"4462",2017-07-05,"14mm TeleVue Delos",251
"4463",2017-07-05,"26mm TeleVue Nagler",180
"4464",2017-07-05,"8mm Ethos",150
"4465",2017-07-05,"17mm Ethos",175
"4466",2017-07-05,"Nylon Cover for 16"" Dobsonian Tube Telescope",91
"4467",2017-07-05,"Televue 19mm Widefield",144
"4468",2017-07-05,"Vernonscope Brandon 24mm orthoscopic - REDUCED!!!",161
"4469",2017-07-05,"Celestron Luminos 23mm",172
"4470",2017-07-05,"Baader Hyperion 8mm LNIB REDUCED",208
"4471",2017-07-05,"Set of Vintage Criterion Eyepieces - Excellent",315
"4472",2017-07-05,"Celestron 40mm plossl 1.25 inch eyepiece",223
"4473",2017-07-04,"Meade HD 60 series 9mm and 18mm",205
"4474",2017-07-04,"WO Swan 15",135
"4475",2017-07-04,"Unitron Unihex, eyepieces, more accessories / parts.",554
"4476",2017-07-04,"Vintage Celestron/Vixen 9mm Orthoscopic 1.25"" Japan (Circle V)",153
"4477",2017-07-04,"Meade 6.4mm 4000 Series Super Plossl Japan",154
"4478",2017-07-04,"Meade 20mm Research Grade wide angle lower price",368
"4479",2017-07-04,"Celestron 26mm silvertop Plossl lower price",219
"4480",2017-07-04,"Garrett Optical 20mm Plossl ""Taiwan""",102
"4481",2017-07-04,"Nagler 11mm good optically, $125 shipped CONUS",282
"4482",2017-07-04,"Panoptic 19 mm",107
"4483",2017-07-04,"Delos 17.3 or Delite 18.2 mm",97
"4484",2017-07-04,"Paracorr Type 1 Excellent Condition...",94
"4485",2017-07-04,"Wanted: Pentax original box and paperwork for 40XW",87
"4486",2017-07-04,"Baader 12.5mm Morpheus",144
"4487",2017-07-03,"ES 28mm 68 degree eyepiece",77
"4488",2017-07-03,"Tele Vue 15mm Plossl",130
"4489",2017-07-03,"Televue Nagler 13mm T/6",130
"4490",2017-07-03,"TeleVue Panoptic 24mm",178
"4491",2017-07-03,"Televue Nagler 13mm Type 6 - Reduced!",197
"4492",2017-07-03,"TeleVue Panoptic 19mm",143
"4493",2017-07-03,"Televue Nagler 9mm Type 6",140
"4494",2017-07-03,"Tele Vue 9mm Nagler - Dual Barrel",206
"4495",2017-07-03,"12mm Radian",184
"4496",2017-07-03,"Vintage Celestron Silvertop 26mm Plossl",183
"4497",2017-07-03,"5 Element Meade Plossl",287
"4498",2017-07-03,"Lunt solar wedge",74
"4499",2017-07-03,"VINTAGE CLAVE 25mm 1.25” EYEPIECE – Good Condition!",239
"4500",2017-07-03,"TV Radian 8 mm",425
"4501",2017-07-02,"Orion ultrascopic 30mm, Celestron Ultima 19mm WA",181
"4502",2017-07-02,"Baader Hyperion 8-24mm click stop zoom!!",92
"4503",2017-07-02,"Like New Meade 25mm MA 1.25"" eyepiece",205
"4504",2017-07-02,"Brandon 4mm eyepiece",161
"4505",2017-07-02,"Tele vue 13mm Plössl smoothie",167
"4506",2017-07-02,"Televue Nagler 9mm Type 6 - excellent!",143
"4507",2017-07-02,"21mm ethos",108
"4508",2017-07-02,"Televue 16mm Nagler Type 5",174
"4509",2017-07-02,"Orion 20mm Illuminated Centering Eyepiece - REDUCED",159
"4510",2017-07-02,"Meade Ultrawide Smoothies 6.7 and 4.7",214
"4511",2017-07-02,"BAADER FINE TUNING RING - 28M & HYPERION T-ADAPTER",94
"4512",2017-07-02,"Tele Vue Ethos 13mm - BNIB",148
"4513",2017-07-01,"Televue 10.5mm Plossl",125
"4514",2017-07-01,"4mm Radian (has issues)",244
"4515",2017-07-01,"PRICE REDUCED 3mm Radian",196
"4516",2017-07-01,"Zhumell 3mm Long Eye Relief 20mm",148
"4517",2017-07-01,"4 MM Radian",168
"4518",2017-07-01,"38mm Erfle 2"" eyepiece",323
"4519",2017-07-01,"Baader Morpheus 9mm 76-degree Eyepiece",165
"4520",2017-07-01,"TeleVue Delos 17.3 and Tele Vue Wide Field 24 in their boxes",460
"4521",2017-07-01,"Televue 10.5mm Plossl, 1.8x Barlow (both Japan)",169
"4522",2017-07-01,"Unitron Unihex, Duetron, more accessories / parts. Tasco lens cap",539
"4523",2017-07-01,"Meade 9mm reticle eyepiece",107
"4524",2017-07-01,"Televue Paracorr---Complete 2"" Newtonian Collimation kit",244
"4525",2017-07-01,"Televue Nagler Type 6 7mm eyepiece",183
"4526",2017-07-01,"Reduced:  VINTAGE BRANDON 1.25” EFL EYEPIECES – Good Condition!",146
"4527",2017-06-30,"Explore Scientific 30mm AR 82 degree... $185 Shipped",345
"4528",2017-06-30,"4.5mm Delos",176
"4529",2017-06-30,"23 mm Celestron Luminos NIB",122
"4530",2017-06-30,"Tele Vue 4mm Radian 1.25"" eyepiece",180
"4531",2017-06-30,"Carl Zeiss 25mm ortho eyepeices in pairs",326
"4532",2017-06-30,"wanted L-O-A 3D 21mm pairs",93
"4533",2017-06-29,"Celestron Eyepiece Kit - New",200
"4534",2017-06-29,"10.5mm Megavista",167
"4535",2017-06-29,"27mm BST flat fields",178
"4536",2017-06-29,"Zhumell 9mm 100 degree EP-FINAL REDUCTION",162
"4537",2017-06-29,"Celestron Luminos 23mm 2"" eyepiece",133
"4538",2017-06-28,"1.25"" Astro Tech Paradigm 18mm",224
"4539",2017-06-28,"Meade 6.7mm UWA Series 4000 1.25"" Eyepiece - Japan",238
"4540",2017-06-28,"30mm Celestron Ultima",219
"4541",2017-06-28,"WO Swan 9mm",95
"4542",2017-06-28,"Carl Zeiss wide angle 25mm eyepeices pairs",242
"4543",2017-06-28,"3 Explore Scientific Eyepieces - 30mm, 16mm & 4.7mm",615
"4544",2017-06-27,"Max vision  40mm 68 degree",104
"4545",2017-06-27,"Misc. Eyepieces",572
"4546",2017-06-27,"Nagler 5mm Type 6",298
"4547",2017-06-27,"Older Tele Vue 32mm Plossl - JAPAN",307
"4548",2017-06-27,"Meade Illuminated Reticle 9mm Plossl",121
"4549",2017-06-27,"University Optics HD Ortho - Set of 4",434
"4550",2017-06-26,"VernonScope Brandon Eyepieces & Dakin Barlow",374
"4551",2017-06-26,"Celestron 8-24mm Zoom eyepiece",191
"4552",2017-06-26,"Tele Vue 13mm Nagler Type 6 1.25"" Eyepiece",253
"4553",2017-06-26,"PRICE REDUCED - TeleVue *Made in Japan* Plossls",478
"4554",2017-06-26,"VIXEN LV30mm 2” EYEPIECE – Good Condition!",392
"4555",2017-06-26,"Tele Vue Ethos 13mm",221
"4556",2017-06-26,"Baader Q-turret and ocular set COMPLETE WANTED",79
"4557",2017-06-25,"Nagler 9mm Type 1",213
"4558",2017-06-25,"Baader Hyperion 8 mm Eyepiece",143
"4559",2017-06-25,"Tele Vue Satin 2"" to 1.25"" Adapter",170
"4560",2017-06-25,"9mm 120 degree explore scientific eyepiece.",133
"4561",2017-06-24,"TeleVue 6mm Delos",252
"4562",2017-06-24,"TeleVue 10mm Delos",189
"4563",2017-06-24,"TeleVue 17.3mm Delos",192
"4564",2017-06-24,"TELEVUE 24mm PANOPTIC EYEPIECE",419
"4565",2017-06-24,"TELEVUE 13mm ETHOS EYEPIECE",487
"4566",2017-06-24,"ES 24mm 82 Deg Nitrogen Purged 2"" Eyepiece",185
"4567",2017-06-24,"New Cheap Eyepieces",278
"4568",2017-06-24,"Parks silver series 32mm plossl",137
"4569",2017-06-24,"Zeiss Jena .965"" 10mm orthoscopic recticle insert",123
"4570",2017-06-23,"Orion expanse or deep view EPs",150
"4571",2017-06-23,"Orion Stratus 24 mm Eyepiece",134
"4572",2017-06-23,"Orion Stratus 21 mm Eyepiece",111
"4573",2017-06-23,"12.5 mm Orion Edge-On Planetary Eyepiece",170
"4574",2017-06-23,"Pentax XW 10mm",115
"4575",2017-06-23,"Explorer Scientific 30mm 82 Degrees",249
"4576",2017-06-23,"Wanted: Pentax XO 2.5mm",91
"4577",2017-06-23,"TV Radian 14mm",200
"4578",2017-06-23,"WTB - Celestron Axiom LX 10mm eyepiece",73
"4579",2017-06-23,"Tele Vue 3.7mm Ethos SX 110 degree Eyepiece",236
"4580",2017-06-23,"12mm RKE",140
"4581",2017-06-22,"Questar Brandon 32",202
"4582",2017-06-22,"TELEVUE NAGLER 3-6 ZOOM",191
"4583",2017-06-22,"WANTED 11mm ES 82 degree",117
"4584",2017-06-22,"Televue Type2 Nagler 16mm",280
"4585",2017-06-22,"TeleVue 10.5mm 1.25"" Plossl Smoothie Japan Circle R",196
"4586",2017-06-22,"Baader Hyperion Zoom Mk III",246
"4587",2017-06-21,"Orion ultrascopic 25mm pair and a 20mm EP",331
"4588",2017-06-21,"University Optics ""Circle T"" VT abbe 4mm orthoscopic",275
"4589",2017-06-21,"Baader Classic 32mm Plossl and Baader 2.25X Q-Turret",147
"4590",2017-06-21,"Celestron 26mm Silvertop Plossl multi-coated Japan",132
"4591",2017-06-21,"Nagler 5mm Type 6 or Pentax XW 5mm",127
"4592",2017-06-21,"Celestron 2"" E-Lux Eyepiece, Filter, Diagonal Set",182
"4593",2017-06-21,"Celestron 2"" Luminos Eyepiece - 23 mm # 93434",178
"4594",2017-06-21,"TeleVue 41 Panoptic NIB",158
"4595",2017-06-21,"Orion Expanse/UltraWide Eyepieces",261
"4596",2017-06-21,"Meade 4000 series 1.25'' EP set. Excellent",248
"4597",2017-06-20,"Kokusai Kohki Wide Scan Type II 30mm",382
"4598",2017-06-20,"Televue, University Optics, Meade, Celestron, Orion eyepieces...",1043
"4599",2017-06-20,"Tele Vue Plossl 40mm eyepiece",215
"4600",2017-06-20,"Tele Vue Panoptic 19mm eyepiece",416
"4601",2017-06-20,"Baader Morpheus 14mm eyepiece",222
"4602",2017-06-20,"Panoptic 35mm wanted",100
"4603",2017-06-20,"Pentax SMC-XL 7mm 1.25"" Eyepiece",132
"4604",2017-06-20,"Chester Brandon 6mm efl",217
"4605",2017-06-20,"TeleVue 13mm 1.25"" Plossl Smoothie Japan Circle R",165
"4606",2017-06-20,"TeleVue Vintage 19mm 1.25"" Wide Field Smoothie",175
"4607",2017-06-20,"Nagler 3-6 Zoom",80
"4608",2017-06-20,"12mm Tele Vue Delos",151
"4609",2017-06-19,"Telvue 12 mm Nagler",249
"4610",2017-06-19,"Tele Vue 9mm Nagler - Dual Barrel",207
"4611",2017-06-19,"Tele Vue Radian 4mm",133
"4612",2017-06-19,"Brandon 1.25 eyepiece set",395
"4613",2017-06-19,"Explore Scientific 100-degree 14mm",187
"4614",2017-06-19,"Tele Vue Ethos 6mm - LNIB",128
"4615",2017-06-18,"Olivon 22mm 70-degree EP, as new",189
"4616",2017-06-18,"Smooth Side 10.5mm Tele Vue Plossl - JAPAN",141
"4617",2017-06-18,"Nikon O-18",97
"4618",2017-06-18,"Celestron 5mm Ultima LX (2""/1.25"") w/ Caps",179
"4619",2017-06-18,"3.5 mm Nagler Type 6 Eyepiece",147
"4620",2017-06-18,"Nagler Panoptic 19 mm",196
"4621",2017-06-18,"13 mm Nagler Type 6 Eyepiece",144
"4622",2017-06-18,"25mm TeleVue Plossl",102
"4623",2017-06-18,"TeleVue Dioptrx +0.75",94
"4624",2017-06-18,"TeleVue 20mm Plossl",96
"4625",2017-06-18,"WTB - Televue Ethos 21mm and 4.7mm",106
"4626",2017-06-17,"Zeiss Abbe II ZAOII 4mm, 6mm, 10mm, 16mm",873
"4627",2017-06-17,"Meade, Celestron and Orion eyepieces for sale",415
"4628",2017-06-17,"Explore Scientific 6.7mm 82 degree eyepiece",196
"4629",2017-06-17,"Orion Q70 26 mm",307
"4630",2017-06-17,"Orion Stratus Set",326
"4631",2017-06-17,"Celestron Eyepiece and Filter set + aluminum case - Nice! 1.25""",196
"4632",2017-06-17,"Reduced:  ORION EXPLORER II 1.25” 7-21mm ZOOM – Excellent Condition!",221
"4633",2017-06-16,"Meade Complete Set 5-Element 60-Degree Plossl Eyepiece",438
"4634",2017-06-16,"Explore Scientific 68 16mm Argon Eyepiece",226
"4635",2017-06-16,"Meade SWA Set Eyepieces w/ case",392
"4636",2017-06-16,"12MM T4 Nagler Like New",165
"4637",2017-06-16,"WANTED CELESTRON 16mm ERFLE",119
"4638",2017-06-16,"Wanted!  Meade 32 SWA, Smoothie",117
"4639",2017-06-16,"Wanted Celestron 25mm Plossl",108
"4640",2017-06-16,"5.5mm 100 Degree Explore Scientific",170
"4641",2017-06-16,"LOA 21 Neutral Eyepiece",111
"4642",2017-06-16,"High Point Scientific 32mm Plossl - NEW",149
"4643",2017-06-16,"Delos 12mm",209
"4644",2017-06-15,"RINI Eyepiece Wanted",155
"4645",2017-06-15,"Meade Plössl 25mm CCD Framing Eyepiece",207
"4646",2017-06-15,"Televue Nagler Zoom 3-6mm",192
"4647",2017-06-15,"Televue Barlow 3x",171
"4648",2017-06-15,"Televue Powermate 5x",154
"4649",2017-06-15,"Televue Plossl 11mm",164
"4650",2017-06-15,"TMB SuperMonocentric 10mm",235
"4651",2017-06-15,"Meade Series 5000 UWA Set Eyepieces",417
"4652",2017-06-15,"Tele Vue Delos 17.3",176
"4653",2017-06-15,"Eyepiece barrel or cheap eyepiece",98
"4654",2017-06-15,"TELEVUE 22mm PANOPTIC-VERY CLEAN!",258
"4655",2017-06-15,"Explore Scientific 68 20mm Argon Eyepiece",101
"4656",2017-06-14,"Explore Scientific 16 mm Argon purged !.25"" EP",242
"4657",2017-06-14,"22mm Nagler type 4 excellent condition $310 OBO",246
"4658",2017-06-14,"Celestron and Vixen 1.25"" oculars all Japanese",413
"4659",2017-06-13,"Tele Vue 13mm Ethos 100 degree field eyepiece",300
"4660",2017-06-13,"Baader Hyperion 8 mm Eyepiece 68 degr.",170
"4661",2017-06-13,"12 mm type 4 Nagler",245
"4662",2017-06-13,"Ethos 10mm.    or 11mm, 9mm type 6 Naglers",148
"4663",2017-06-13,"Televue 3-6mm Nagler Zoom",144
"4664",2017-06-12,"16.3mm Galoc wide-angle eyepiece",274
"4665",2017-06-12,"Baader 8-24 Zoom Mk4",101
"4666",2017-06-12,"CELESTRON EYEPIECE KIT – Excellent Condition!",286
"4667",2017-06-11,"Celestron Collimation Eyepiece 1.25""",127
"4668",2017-06-11,"Stellarvue 7mm 82 Degree Deep Sky Wide Angle Eyepiece",255
"4669",2017-06-11,"Televue 22mm Panoptic 2"" / 1.25"" Eyepiece",278
"4670",2017-06-11,"Sirius Plossl 10mm 1.25"" eyepiece with box and dust caps",131
"4671",2017-06-11,"Celestron Corrector/Reducer f/6.3 (94175) Price reduced.",200
"4672",2017-06-11,"[Wanted] Paradigm/Starguider/Etc Dual ED 1.25"" 8mm Eyepiece",106
"4673",2017-06-11,"Rare (1) Meade 13.8mm SWA Japan smoothie",218
"4674",2017-06-11,"Set of Five Televue Naglers",425
"4675",2017-06-11,"University Optics HD Phase II 12mm orthoscopic",165
"4676",2017-06-11,"Vernonscope Brandon 2-inch 48mm orthoscopic",230
"4677",2017-06-11,"20 mm 1.25 televue plossol",369
"4678",2017-06-11,"10 mm Orion Lanthanum Vixen",219
"4679",2017-06-11,"TV Panoptic 24mm",209
"4680",2017-06-10,"Tele vue 17.3mm Delos Mint",181
"4681",2017-06-10,"Televue Radians 6mm, 8mm, amd 10mm",690
"4682",2017-06-10,"Orion Sirius Plossl 5 EP Set",201
"4683",2017-06-10,"Orion 2"" 28mm DeepView eyepiece",378
"4684",2017-06-10,"Explore Scientific 1.25"" 8.8mm, argon-purged, with box",209
"4685",2017-06-10,"TeleVue 1.25"" 40mm plossl w caps baggy paper box",168
"4686",2017-06-10,"Tele-Vue 9mm Nagler Type 6",92
"4687",2017-06-10,"Celestron X-Cel LX Eyepiece 5mm",78
"4688",2017-06-10,"2 Jaegers Vintage Eyepieces, 18mm and 12.5mm",171
"4689",2017-06-10,"Tele Vue 7.4mm Plossl",115
"4690",2017-06-10,"ES 82degree - 18mm / 8.8mm + 2x focal extender",245
"4691",2017-06-09,"PRICED REDUCED - Televue 17mm Nagler Type 4",259
"4692",2017-06-09,"Meade 32mm SWA - Made in Japan, REDUCED",202
